# BUSCO version is: 5.2.2 
# The lineage dataset is:  (Creation date: 2024-01-08, number of genomes: 80, number of BUSCOs: 1152)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
5514at135614	Complete	cluster_001_consensus	2256769	2257917	+	587.5	328	https://v10-1.orthodb.org/?query=5514at135614	Pyridoxal phosphate-dependent transferase
5520at135614	Complete	cluster_001_consensus	2189948	2191324	-	631.1	391	https://v10-1.orthodb.org/?query=5520at135614	ATP-dependent RNA helicase
5567at135614	Complete	cluster_001_consensus	952858	954831	-	827.2	533	https://v10-1.orthodb.org/?query=5567at135614	Lytic transglycosylase, superhelical linker
5569at135614	Complete	cluster_001_consensus	1316880	1318115	+	622.1	355	https://v10-1.orthodb.org/?query=5569at135614	Beta-ketoacyl synthase, C-terminal
5592at135614	Complete	cluster_001_consensus	4152212	4153582	-	786.6	409	https://v10-1.orthodb.org/?query=5592at135614	Cystathionine beta-synthase
5607at135614	Complete	cluster_001_consensus	1359214	1360506	+	796.6	392	https://v10-1.orthodb.org/?query=5607at135614	adenylosuccinate synthase
5665at135614	Complete	cluster_001_consensus	272279	273952	+	784.2	444	https://v10-1.orthodb.org/?query=5665at135614	UbiB domain
5712at135614	Complete	cluster_001_consensus	677282	678577	-	699.7	381	https://v10-1.orthodb.org/?query=5712at135614	Phosphoribosylamine--glycine ligase
5714at135614	Complete	cluster_001_consensus	1901801	1903186	+	817.3	413	https://v10-1.orthodb.org/?query=5714at135614	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase YgdH-like superfamily
5737at135614	Complete	cluster_001_consensus	1298249	1300279	+	728.6	385	https://v10-1.orthodb.org/?query=5737at135614	DNA polymerase III subunit gamma/tau
5764at135614	Complete	cluster_001_consensus	2482330	2483535	+	662.5	346	https://v10-1.orthodb.org/?query=5764at135614	Thiolase
5800at135614	Complete	cluster_001_consensus	3315322	3316677	-	644.5	358	https://v10-1.orthodb.org/?query=5800at135614	UDP-N-acetylmuramoylalanine--D-glutamate ligase
5803at135614	Complete	cluster_001_consensus	287918	289534	+	831.5	454	https://v10-1.orthodb.org/?query=5803at135614	Malate synthase
5830at135614	Complete	cluster_001_consensus	3911946	3913316	-	638.7	369	https://v10-1.orthodb.org/?query=5830at135614	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
5837at135614	Complete	cluster_001_consensus	1003270	1005000	-	580.9	456	https://v10-1.orthodb.org/?query=5837at135614	Lppc lipoprotein
5868at135614	Complete	cluster_001_consensus	850648	851991	+	777.7	401	https://v10-1.orthodb.org/?query=5868at135614	ATP-dependent protease ATPase subunit HslU
5904at135614	Complete	cluster_001_consensus	2394850	2396619	+	735.2	487	https://v10-1.orthodb.org/?query=5904at135614	ABC transporter type 1, transmembrane domain
5927at135614	Complete	cluster_001_consensus	2472287	2473684	-	707.5	401	https://v10-1.orthodb.org/?query=5927at135614	GTPase Der
5941at135614	Complete	cluster_001_consensus	3257721	3259124	-	779.5	404	https://v10-1.orthodb.org/?query=5941at135614	Glutamate--tRNA ligase
5978at135614	Complete	cluster_001_consensus	3078983	3080389	-	800.0	420	https://v10-1.orthodb.org/?query=5978at135614	Fumarate hydratase class II
6006at135614	Complete	cluster_001_consensus	4406267	4407985	-	877.0	494	https://v10-1.orthodb.org/?query=6006at135614	ATP-dependent RNA helicase RhlB
6022at135614	Complete	cluster_001_consensus	1512032	1513423	+	726.0	389	https://v10-1.orthodb.org/?query=6022at135614	Ribosomal protein S5 domain 2-type fold
6030at135614	Complete	cluster_001_consensus	3576942	3578261	-	691.6	373	https://v10-1.orthodb.org/?query=6030at135614	TolB, N-terminal
6042at135614	Complete	cluster_001_consensus	4012482	4013753	+	659.9	357	https://v10-1.orthodb.org/?query=6042at135614	Pyridoxal phosphate-dependent transferase
6047at135614	Complete	cluster_001_consensus	3886991	3888280	+	665.6	362	https://v10-1.orthodb.org/?query=6047at135614	Glutamate-1-semialdehyde 2,1-aminomutase
6086at135614	Complete	cluster_001_consensus	1631535	1632869	+	650.7	373	https://v10-1.orthodb.org/?query=6086at135614	23S rRNA (uracil(1939)-C(5))-methyltransferase
6089at135614	Complete	cluster_001_consensus	3170148	3171647	-	771.4	418	https://v10-1.orthodb.org/?query=6089at135614	Ribonuclease G
6154at135614	Complete	cluster_001_consensus	3803362	3804828	-	644.8	402	https://v10-1.orthodb.org/?query=6154at135614	Pyruvate kinase
6163at135614	Complete	cluster_001_consensus	3327189	3328319	-	736.4	346	https://v10-1.orthodb.org/?query=6163at135614	Twitching motility protein PilT
6253at135614	Complete	cluster_001_consensus	1325961	1327115	+	650.8	335	https://v10-1.orthodb.org/?query=6253at135614	Citrate synthase
6307at135614	Complete	cluster_001_consensus	3678199	3679593	+	689.7	395	https://v10-1.orthodb.org/?query=6307at135614	Sigma-54 interaction domain, ATP-binding site 1
6309at135614	Complete	cluster_001_consensus	1018167	1019600	+	776.8	408	https://v10-1.orthodb.org/?query=6309at135614	UDP-N-acetylmuramate--L-alanine ligase
6313at135614	Complete	cluster_001_consensus	2050949	2052727	+	786.9	468	https://v10-1.orthodb.org/?query=6313at135614	Gamma-glutamyltransferase
6323at135614	Complete	cluster_001_consensus	1021499	1022734	+	689.9	354	https://v10-1.orthodb.org/?query=6323at135614	Cell division protein FtsA
6325at135614	Complete	cluster_001_consensus	3366512	3367786	-	676.3	373	https://v10-1.orthodb.org/?query=6325at135614	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
6332at135614	Complete	cluster_001_consensus	4125293	4126696	+	643.7	394	https://v10-1.orthodb.org/?query=6332at135614	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase
6361at135614	Complete	cluster_001_consensus	4100678	4102159	+	626.9	380	https://v10-1.orthodb.org/?query=6361at135614	leucyl aminopeptidase
6374at135614	Complete	cluster_001_consensus	3013933	3015204	+	637.3	366	https://v10-1.orthodb.org/?query=6374at135614	Pyridoxal phosphate-dependent transferase
6377at135614	Complete	cluster_001_consensus	4599205	4600494	-	599.8	324	https://v10-1.orthodb.org/?query=6377at135614	Tryptophan--tRNA ligase
6391at135614	Complete	cluster_001_consensus	1061208	1062419	-	692.4	350	https://v10-1.orthodb.org/?query=6391at135614	S-adenosylmethionine synthetase
6392at135614	Complete	cluster_001_consensus	2227000	2228238	+	794.3	375	https://v10-1.orthodb.org/?query=6392at135614	Argininosuccinate synthase
6395at135614	Complete	cluster_001_consensus	2958462	2959742	-	683.4	356	https://v10-1.orthodb.org/?query=6395at135614	Serine--tRNA ligase
6405at135614	Complete	cluster_001_consensus	2872632	2873951	-	616.9	356	https://v10-1.orthodb.org/?query=6405at135614	GTPase HflX
6453at135614	Complete	cluster_001_consensus	4993524	4995245	-	713.7	443	https://v10-1.orthodb.org/?query=6453at135614	Membrane protein insertase YidC
6545at135614	Complete	cluster_001_consensus	2229713	2231056	+	694.1	372	https://v10-1.orthodb.org/?query=6545at135614	Acetylglutamate kinase
6588at135614	Complete	cluster_001_consensus	1655734	1656834	-	602.5	322	https://v10-1.orthodb.org/?query=6588at135614	Glutamate/phenylalanine/leucine/valine dehydrogenase
6606at135614	Complete	cluster_001_consensus	3868259	3869416	+	665.3	350	https://v10-1.orthodb.org/?query=6606at135614	Radical SAM
6615at135614	Complete	cluster_001_consensus	3872464	3873789	+	681.3	387	https://v10-1.orthodb.org/?query=6615at135614	Xaa-Pro dipeptidase
6620at135614	Complete	cluster_001_consensus	1878703	1880205	+	784.9	442	https://v10-1.orthodb.org/?query=6620at135614	NADH
6629at135614	Complete	cluster_001_consensus	3340334	3341578	+	707.8	365	https://v10-1.orthodb.org/?query=6629at135614	Cysteine desulfurase
6639at135614	Complete	cluster_001_consensus	2477277	2478482	-	617.1	317	https://v10-1.orthodb.org/?query=6639at135614	Radical SAM
6648at135614	Complete	cluster_001_consensus	3458360	3459667	+	557.0	347	https://v10-1.orthodb.org/?query=6648at135614	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
6649at135614	Complete	cluster_001_consensus	2232699	2233994	+	686.0	375	https://v10-1.orthodb.org/?query=6649at135614	Argininosuccinate lyase
6673at135614	Complete	cluster_001_consensus	575550	576638	-	531.1	310	https://v10-1.orthodb.org/?query=6673at135614	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
6675at135614	Complete	cluster_001_consensus	302870	304033	-	625.6	343	https://v10-1.orthodb.org/?query=6675at135614	Acyl-CoA dehydrogenase/oxidase, N-terminal
6702at135614	Complete	cluster_001_consensus	1799711	1800874	+	603.5	347	https://v10-1.orthodb.org/?query=6702at135614	Acyl-CoA dehydrogenase
6703at135614	Complete	cluster_001_consensus	2286963	2288141	+	564.2	328	https://v10-1.orthodb.org/?query=6703at135614	Lipopolysaccharide assembly protein B
6757at135614	Complete	cluster_001_consensus	2790882	2792147	-	732.2	366	https://v10-1.orthodb.org/?query=6757at135614	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
6779at135614	Complete	cluster_001_consensus	2705202	2706608	-	719.2	402	https://v10-1.orthodb.org/?query=6779at135614	Histidine--tRNA ligase
6793at135614	Complete	cluster_001_consensus	2886619	2887911	-	778.5	390	https://v10-1.orthodb.org/?query=6793at135614	Enolase
6807at135614	Complete	cluster_001_consensus	2065458	2066603	+	615.3	316	https://v10-1.orthodb.org/?query=6807at135614	Queuine tRNA-ribosyltransferase
6821at135614	Complete	cluster_001_consensus	1853760	1854977	+	760.3	363	https://v10-1.orthodb.org/?query=6821at135614	Tryptophan synthase beta chain
6825at135614	Complete	cluster_001_consensus	4198430	4199794	-	671.8	401	https://v10-1.orthodb.org/?query=6825at135614	Bifunctional protein GlmU
6839at135614	Complete	cluster_001_consensus	1	1329	+	755.1	385	https://v10-1.orthodb.org/?query=6839at135614	Chromosomal replication initiator protein DnaA
6850at135614	Complete	cluster_001_consensus	2391346	2393694	+	708.9	560	https://v10-1.orthodb.org/?query=6850at135614	ComEC/Rec2-related protein
6866at135614	Complete	cluster_001_consensus	3914383	3915639	+	684.2	376	https://v10-1.orthodb.org/?query=6866at135614	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
6871at135614	Complete	cluster_001_consensus	2223505	2224929	-	687.6	404	https://v10-1.orthodb.org/?query=6871at135614	Cysteine--tRNA ligase
6875at135614	Complete	cluster_001_consensus	3016851	3018296	+	668.2	401	https://v10-1.orthodb.org/?query=6875at135614	Exodeoxyribonuclease I
6877at135614	Complete	cluster_001_consensus	1838267	1839772	-	715.3	405	https://v10-1.orthodb.org/?query=6877at135614	ATP-binding protein
6890at135614	Complete	cluster_001_consensus	2203421	2204758	+	753.7	394	https://v10-1.orthodb.org/?query=6890at135614	Metal-dependent hydrolase
6896at135614	Complete	cluster_001_consensus	233342	234772	+	621.3	385	https://v10-1.orthodb.org/?query=6896at135614	Sigma-54 interaction domain, ATP-binding site 1
6908at135614	Complete	cluster_001_consensus	238150	239430	+	747.1	381	https://v10-1.orthodb.org/?query=6908at135614	Acetyl-CoA acetyltransferase
6929at135614	Complete	cluster_001_consensus	1302396	1304348	-	592.3	438	https://v10-1.orthodb.org/?query=6929at135614	Transglutaminase-like
6935at135614	Complete	cluster_001_consensus	4476454	4477665	-	652.9	336	https://v10-1.orthodb.org/?query=6935at135614	Tyrosine--tRNA ligase
6956at135614	Complete	cluster_001_consensus	2147292	2148551	+	670.6	352	https://v10-1.orthodb.org/?query=6956at135614	Cytochrome b
6999at135614	Complete	cluster_001_consensus	1262684	1264204	-	739.6	428	https://v10-1.orthodb.org/?query=6999at135614	Exopolyphosphatase
7028at135614	Complete	cluster_001_consensus	4980742	4982016	-	595.4	330	https://v10-1.orthodb.org/?query=7028at135614	Oxidoreductase
7153at135614	Complete	cluster_001_consensus	1550877	1552253	+	806.3	411	https://v10-1.orthodb.org/?query=7153at135614	Signal recognition particle protein
7168at135614	Complete	cluster_001_consensus	1236438	1237646	-	716.8	353	https://v10-1.orthodb.org/?query=7168at135614	Pyridoxal phosphate-dependent transferase
7241at135614	Complete	cluster_001_consensus	1318297	1319652	+	556.0	360	https://v10-1.orthodb.org/?query=7241at135614	Chorismate-utilising enzyme, C-terminal
7253at135614	Complete	cluster_001_consensus	584622	585737	+	620.4	315	https://v10-1.orthodb.org/?query=7253at135614	4-hydroxyphenylpyruvate dioxygenase
7273at135614	Complete	cluster_001_consensus	1014429	1015514	+	620.5	324	https://v10-1.orthodb.org/?query=7273at135614	Phospho-N-acetylmuramoyl-pentapeptide-transferase
7291at135614	Complete	cluster_001_consensus	4155804	4156937	+	684.9	333	https://v10-1.orthodb.org/?query=7291at135614	Twitching motility protein PilT
7367at135614	Complete	cluster_001_consensus	3900862	3902088	-	670.6	358	https://v10-1.orthodb.org/?query=7367at135614	Pyridoxal phosphate-dependent transferase
7370at135614	Complete	cluster_001_consensus	2811383	2812750	-	642.6	348	https://v10-1.orthodb.org/?query=7370at135614	Poly(A) polymerase I
7392at135614	Complete	cluster_001_consensus	1623094	1624674	+	521.7	385	https://v10-1.orthodb.org/?query=7392at135614	Peptidase S1C
7402at135614	Complete	cluster_001_consensus	1065907	1066905	-	560.7	295	https://v10-1.orthodb.org/?query=7402at135614	tRNA-dihydrouridine synthase
7404at135614	Complete	cluster_001_consensus	4129222	4130277	-	637.2	320	https://v10-1.orthodb.org/?query=7404at135614	dTDP-glucose 4,6-dehydratase
7412at135614	Complete	cluster_001_consensus	4150902	4152122	-	687.7	341	https://v10-1.orthodb.org/?query=7412at135614	Pyridoxal phosphate-dependent transferase
7423at135614	Complete	cluster_001_consensus	3371698	3373095	+	564.2	354	https://v10-1.orthodb.org/?query=7423at135614	RNA polymerase sigma-54 factor
7441at135614	Complete	cluster_001_consensus	1730711	1732057	-	505.9	355	https://v10-1.orthodb.org/?query=7441at135614	Peptidase M50
7456at135614	Complete	cluster_001_consensus	1181127	1182218	+	671.6	336	https://v10-1.orthodb.org/?query=7456at135614	Ribosome-binding ATPase YchF
7460at135614	Complete	cluster_001_consensus	3057931	3059181	-	599.7	341	https://v10-1.orthodb.org/?query=7460at135614	Acyl-CoA dehydrogenase
7464at135614	Complete	cluster_001_consensus	2473695	2474912	-	430.0	306	https://v10-1.orthodb.org/?query=7464at135614	Outer membrane protein assembly factor BamB
7498at135614	Complete	cluster_001_consensus	3328442	3329479	-	647.4	303	https://v10-1.orthodb.org/?query=7498at135614	Twitching motility protein PilT
7508at135614	Complete	cluster_001_consensus	886956	888161	+	601.9	334	https://v10-1.orthodb.org/?query=7508at135614	D-alanyl-D-alanine carboxypeptidase
7534at135614	Complete	cluster_001_consensus	3378908	3380269	+	457.4	349	https://v10-1.orthodb.org/?query=7534at135614	Magnesium transporter MgtE
7578at135614	Complete	cluster_001_consensus	3874941	3876281	-	709.4	394	https://v10-1.orthodb.org/?query=7578at135614	Peptidase M24
7591at135614	Complete	cluster_001_consensus	2503011	2504147	+	541.6	306	https://v10-1.orthodb.org/?query=7591at135614	tRNA-specific 2-thiouridylase
7606at135614	Complete	cluster_001_consensus	4785913	4787694	-	683.5	486	https://v10-1.orthodb.org/?query=7606at135614	POTRA domain, BamA/TamA-like
7662at135614	Complete	cluster_001_consensus	875877	876923	+	638.8	315	https://v10-1.orthodb.org/?query=7662at135614	rod shape-determining protein
7673at135614	Complete	cluster_001_consensus	4001035	4002129	-	518.5	314	https://v10-1.orthodb.org/?query=7673at135614	Protein of unknown function DUF1704
7696at135614	Complete	cluster_001_consensus	4159297	4160685	+	666.3	359	https://v10-1.orthodb.org/?query=7696at135614	RNA helicase
7767at135614	Complete	cluster_001_consensus	3015377	3016744	+	608.5	371	https://v10-1.orthodb.org/?query=7767at135614	Kynurenine 3-monooxygenase
7777at135614	Complete	cluster_001_consensus	3851719	3852777	-	532.8	298	https://v10-1.orthodb.org/?query=7777at135614	Pilus assembly protein PilM
7787at135614	Fragmented	cluster_001_consensus	4534506	4535582	+	352.3	218	https://v10-1.orthodb.org/?query=7787at135614	Ribosomal protein S5 domain 2-type fold
7809at135614	Complete	cluster_001_consensus	3959105	3960421	-	542.0	323	https://v10-1.orthodb.org/?query=7809at135614	3-deoxy-D-manno-octulosonic-acid transferase, N-terminal
7839at135614	Complete	cluster_001_consensus	2225913	2226944	+	633.6	305	https://v10-1.orthodb.org/?query=7839at135614	Aspartate/ornithine carbamoyltransferase
7848at135614	Complete	cluster_001_consensus	3805814	3806989	-	628.9	347	https://v10-1.orthodb.org/?query=7848at135614	Phosphoglycerate kinase
7895at135614	Complete	cluster_001_consensus	232294	233349	+	389.1	294	https://v10-1.orthodb.org/?query=7895at135614	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
7900at135614	Complete	cluster_001_consensus	1894385	1895530	+	550.2	310	https://v10-1.orthodb.org/?query=7900at135614	5-(carboxyamino)imidazole ribonucleotide synthase
7912at135614	Complete	cluster_001_consensus	1243740	1244774	-	618.4	301	https://v10-1.orthodb.org/?query=7912at135614	L-threonine 3-dehydrogenase
7963at135614	Complete	cluster_001_consensus	3408572	3409636	+	518.9	289	https://v10-1.orthodb.org/?query=7963at135614	Uroporphyrinogen decarboxylase
7965at135614	Complete	cluster_001_consensus	2247769	2248971	-	602.6	327	https://v10-1.orthodb.org/?query=7965at135614	Alpha/Beta hydrolase fold
7966at135614	Complete	cluster_001_consensus	2670244	2671377	-	586.2	314	https://v10-1.orthodb.org/?query=7966at135614	Carbamoyl-phosphate synthase, small subunit
7988at135614	Complete	cluster_001_consensus	3674992	3676161	-	640.6	345	https://v10-1.orthodb.org/?query=7988at135614	Succinate--CoA ligase 
8032at135614	Complete	cluster_001_consensus	1607	2707	+	596.8	323	https://v10-1.orthodb.org/?query=8032at135614	Beta sliding clamp
8045at135614	Complete	cluster_001_consensus	890729	891742	+	592.6	280	https://v10-1.orthodb.org/?query=8045at135614	Lipoyl synthase
8108at135614	Complete	cluster_001_consensus	2964218	2965303	-	565.0	327	https://v10-1.orthodb.org/?query=8108at135614	Pyridoxal phosphate-dependent transferase
8115at135614	Complete	cluster_001_consensus	2961507	2962820	-	668.9	378	https://v10-1.orthodb.org/?query=8115at135614	3-phosphoshikimate 1-carboxyvinyltransferase
8169at135614	Complete	cluster_001_consensus	2783773	2784828	+	521.9	301	https://v10-1.orthodb.org/?query=8169at135614	Dihydroorotate dehydrogenase (quinone)
8186at135614	Complete	cluster_001_consensus	18758	20098	-	341.0	323	https://v10-1.orthodb.org/?query=8186at135614	membrane protein
8218at135614	Complete	cluster_001_consensus	3682529	3683788	+	640.9	354	https://v10-1.orthodb.org/?query=8218at135614	Type II secretion system F domain
8226at135614	Complete	cluster_001_consensus	1011462	1012949	+	625.4	401	https://v10-1.orthodb.org/?query=8226at135614	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
8229at135614	Complete	cluster_001_consensus	1955774	1956769	+	584.4	290	https://v10-1.orthodb.org/?query=8229at135614	Phenylalanine--tRNA ligase alpha subunit
8277at135614	Complete	cluster_001_consensus	1012946	1014439	+	481.9	368	https://v10-1.orthodb.org/?query=8277at135614	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
8287at135614	Complete	cluster_001_consensus	1752157	1753290	+	598.9	338	https://v10-1.orthodb.org/?query=8287at135614	Succinyl-diaminopimelate desuccinylase
8306at135614	Complete	cluster_001_consensus	3452502	3453611	-	545.1	304	https://v10-1.orthodb.org/?query=8306at135614	Aminomethyltransferase
8308at135614	Complete	cluster_001_consensus	1845257	1846360	+	586.9	306	https://v10-1.orthodb.org/?query=8308at135614	Chorismate synthase
8316at135614	Complete	cluster_001_consensus	2898717	2900057	+	617.5	379	https://v10-1.orthodb.org/?query=8316at135614	Hemolysin
8370at135614	Complete	cluster_001_consensus	4574144	4575583	+	532.5	355	https://v10-1.orthodb.org/?query=8370at135614	Peptidase S1C, Do
8379at135614	Complete	cluster_001_consensus	3581540	3582574	-	602.0	298	https://v10-1.orthodb.org/?query=8379at135614	Holliday junction ATP-dependent DNA helicase RuvB
8421at135614	Complete	cluster_001_consensus	4649624	4651216	-	578.4	406	https://v10-1.orthodb.org/?query=8421at135614	Alpha/Beta hydrolase fold
8437at135614	Complete	cluster_001_consensus	2162098	2163192	-	375.8	276	https://v10-1.orthodb.org/?query=8437at135614	Ribonuclease D
8447at135614	Complete	cluster_001_consensus	2278772	2279992	-	514.2	327	https://v10-1.orthodb.org/?query=8447at135614	TraB family
8457at135614	Complete	cluster_001_consensus	3110942	3112606	+	674.9	450	https://v10-1.orthodb.org/?query=8457at135614	DNA repair protein RecN
8459at135614	Complete	cluster_001_consensus	3802072	3803076	-	541.6	290	https://v10-1.orthodb.org/?query=8459at135614	Fructose-bisphosphate aldolase
8462at135614	Complete	cluster_001_consensus	2700156	2701283	-	624.7	336	https://v10-1.orthodb.org/?query=8462at135614	Imidazoleglycerol-phosphate dehydratase
8472at135614	Complete	cluster_001_consensus	3313932	3315341	-	548.1	375	https://v10-1.orthodb.org/?query=8472at135614	UDP-N-acetylmuramoylalanine-D-glutamate ligase
8552at135614	Complete	cluster_001_consensus	1276755	1278047	+	573.0	361	https://v10-1.orthodb.org/?query=8552at135614	Trigger factor
8641at135614	Complete	cluster_001_consensus	1271617	1272624	+	585.6	306	https://v10-1.orthodb.org/?query=8641at135614	Isocitrate dehydrogenase
8661at135614	Complete	cluster_001_consensus	4481057	4482439	-	459.2	358	https://v10-1.orthodb.org/?query=8661at135614	Major facilitator superfamily
8702at135614	Complete	cluster_001_consensus	1724264	1725583	-	542.4	330	https://v10-1.orthodb.org/?query=8702at135614	Lipid-A-disaccharide synthase
8779at135614	Complete	cluster_001_consensus	2171432	2173126	+	550.0	341	https://v10-1.orthodb.org/?query=8779at135614	N-acetylmuramoyl-L-alanine amidase
8807at135614	Complete	cluster_001_consensus	3425603	3426820	-	677.1	355	https://v10-1.orthodb.org/?query=8807at135614	Pyridoxal phosphate-dependent transferase
8829at135614	Complete	cluster_001_consensus	4037291	4038430	-	531.4	308	https://v10-1.orthodb.org/?query=8829at135614	3,4-dihydroxy-2-butanone 4-phosphate synthase
8872at135614	Complete	cluster_001_consensus	1306293	1308134	+	698.1	501	https://v10-1.orthodb.org/?query=8872at135614	Membrane protein
8876at135614	Complete	cluster_001_consensus	3059202	3060197	+	451.0	259	https://v10-1.orthodb.org/?query=8876at135614	Winged helix-like DNA-binding domain superfamily
8890at135614	Complete	cluster_001_consensus	1651467	1652642	-	560.4	336	https://v10-1.orthodb.org/?query=8890at135614	Acetyl-CoA acetyltransferase
8902at135614	Complete	cluster_001_consensus	1175242	1176930	+	537.1	435	https://v10-1.orthodb.org/?query=8902at135614	Tetratricopeptide repeat
8945at135614	Complete	cluster_001_consensus	1266493	1267821	-	492.2	323	https://v10-1.orthodb.org/?query=8945at135614	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
8959at135614	Complete	cluster_001_consensus	1495972	1497021	+	593.2	304	https://v10-1.orthodb.org/?query=8959at135614	GTPase Obg
8984at135614	Complete	cluster_001_consensus	2228564	2229664	+	547.4	308	https://v10-1.orthodb.org/?query=8984at135614	Acetylornithine deacetylase
8987at135614	Complete	cluster_001_consensus	4236622	4237722	-	325.7	267	https://v10-1.orthodb.org/?query=8987at135614	Alanine racemase
9036at135614	Complete	cluster_001_consensus	1139667	1140608	+	553.7	281	https://v10-1.orthodb.org/?query=9036at135614	prolyl aminopeptidase
9043at135614	Complete	cluster_001_consensus	1482769	1483968	+	668.0	346	https://v10-1.orthodb.org/?query=9043at135614	ATP-grasp fold
9056at135614	Complete	cluster_001_consensus	4447897	4448961	-	490.9	275	https://v10-1.orthodb.org/?query=9056at135614	tRNA N6-adenosine threonylcarbamoyltransferase
9082at135614	Complete	cluster_001_consensus	105378	106394	-	547.2	294	https://v10-1.orthodb.org/?query=9082at135614	Fructose-1,6-bisphosphatase class 1
9092at135614	Complete	cluster_001_consensus	2281494	2282528	-	477.8	279	https://v10-1.orthodb.org/?query=9092at135614	Agmatine deiminase
9104at135614	Complete	cluster_001_consensus	4579106	4580476	+	569.9	340	https://v10-1.orthodb.org/?query=9104at135614	Cytochrome C oxidase subunit II
9106at135614	Complete	cluster_001_consensus	1497499	1499091	+	625.7	426	https://v10-1.orthodb.org/?query=9106at135614	Probable lipid II flippase MurJ
9121at135614	Complete	cluster_001_consensus	2064306	2065376	+	489.2	284	https://v10-1.orthodb.org/?query=9121at135614	S-adenosylmethionine
9143at135614	Complete	cluster_001_consensus	874668	875600	-	512.9	264	https://v10-1.orthodb.org/?query=9143at135614	Sugar kinase
9150at135614	Complete	cluster_001_consensus	3084247	3085761	+	528.3	299	https://v10-1.orthodb.org/?query=9150at135614	Transcriptional regulator
9154at135614	Complete	cluster_001_consensus	2169377	2170864	+	507.7	370	https://v10-1.orthodb.org/?query=9154at135614	Bifunctional NAD(P)H-hydrate repair enzyme
9182at135614	Complete	cluster_001_consensus	574484	575557	-	556.1	289	https://v10-1.orthodb.org/?query=9182at135614	Transketolase, C-terminal domain
9186at135614	Complete	cluster_001_consensus	3362226	3363251	+	549.3	275	https://v10-1.orthodb.org/?query=9186at135614	Phosphoribosylformylglycinamidine cyclo-ligase
9234at135614	Complete	cluster_001_consensus	1847528	1848553	+	572.5	297	https://v10-1.orthodb.org/?query=9234at135614	Aspartate-semialdehyde dehydrogenase
9247at135614	Complete	cluster_001_consensus	1858679	1859617	+	543.6	281	https://v10-1.orthodb.org/?query=9247at135614	Flavonol synthase
9258at135614	Complete	cluster_001_consensus	950803	952035	-	577.9	343	https://v10-1.orthodb.org/?query=9258at135614	Multifunctional CCA protein
9300at135614	Complete	cluster_001_consensus	1214427	1215425	+	581.2	290	https://v10-1.orthodb.org/?query=9300at135614	DNA-directed RNA polymerase subunit alpha
9303at135614	Complete	cluster_001_consensus	286842	287798	-	503.7	280	https://v10-1.orthodb.org/?query=9303at135614	Winged helix-like DNA-binding domain superfamily
9308at135614	Complete	cluster_001_consensus	4705462	4706361	+	484.8	261	https://v10-1.orthodb.org/?query=9308at135614	coproporphyrinogen III oxidase
9309at135614	Complete	cluster_001_consensus	222084	223070	+	421.8	269	https://v10-1.orthodb.org/?query=9309at135614	Alpha/beta hydrolase
9333at135614	Complete	cluster_001_consensus	3060194	3061333	+	574.0	309	https://v10-1.orthodb.org/?query=9333at135614	Homocysteine-binding domain
9339at135614	Complete	cluster_001_consensus	4071860	4073077	-	546.0	346	https://v10-1.orthodb.org/?query=9339at135614	Type II secretion system F domain
9358at135614	Complete	cluster_001_consensus	3812305	3813306	-	432.4	268	https://v10-1.orthodb.org/?query=9358at135614	Glyceraldehyde-3-phosphate dehydrogenase
9364at135614	Complete	cluster_001_consensus	913221	914405	+	535.8	328	https://v10-1.orthodb.org/?query=9364at135614	Protein arginine methyltransferase NDUFAF7
9366at135614	Complete	cluster_001_consensus	4173552	4174631	-	622.6	335	https://v10-1.orthodb.org/?query=9366at135614	DNA polymerase, Y-family, little finger domain
9374at135614	Complete	cluster_001_consensus	1224334	1225320	+	556.5	290	https://v10-1.orthodb.org/?query=9374at135614	Malate dehydrogenase
9380at135614	Complete	cluster_001_consensus	2168285	2169352	-	575.5	305	https://v10-1.orthodb.org/?query=9380at135614	Epoxyqueuosine reductase
9433at135614	Complete	cluster_001_consensus	4794957	4795865	-	593.4	275	https://v10-1.orthodb.org/?query=9433at135614	Glycine--tRNA ligase alpha subunit
9439at135614	Complete	cluster_001_consensus	4631076	4632065	-	531.0	285	https://v10-1.orthodb.org/?query=9439at135614	Delta-aminolevulinic acid dehydratase
9511at135614	Complete	cluster_001_consensus	2962948	2964150	-	640.6	352	https://v10-1.orthodb.org/?query=9511at135614	Prephenate dehydratase
